timestamp,post_text,post_type,notes_count,tags,image_url,post_url,post_text_clean,word_count,char_count,has_image,tag_count,tags_str,engagement_level,scrape_date
2025-12-05T06:58:48.221421,"Tumblr Tuesday: This one goes out to The Creature It's a Tuesday in November of the year 2025, and Guillermo Del Toro's Frankenstein has us all in its clutches. The Creature in particular has really captured your collective imaginations as we all relive our love for a 207-year-old tale—and thankfully, the artists on Tumblr have our best interests at heart. Please enjoy this collection of Frankenstein art. Spoilers (and many depictions of The Creature) ahead! (Tap on the attribution to go to the original post :) @smokey-jinn: Originally posted by smokey-jinn @caputm0rtuum: Originally posted by caputm0rtuum @monsieur-egg: Originally posted by monsieur-egg @chacha-rouge: Originally posted by chacha-rouge @hadrassians: Originally posted by hadrassians @aphrostiel: Originally posted by aphrostiel @teafromthemicrowave: Originally posted by teafromthemicrowave @backtoearlier: Originally posted by backtoearlier @mokkasstuff: Originally posted by mokkasstuff @elcoffin: Originally posted by elcoffin @phantomw0rks: Originally posted by phantomw0rks @belciiboo: Originally posted by belciiboo @dancinghannigram: Originally posted by dancinghannigram @cloudy-rina: Originally posted by cloudy-rina @spideyswede: Originally posted by spideyswede @vamprire: Originally posted by vamprire @mimi-maru: Originally posted by mimi-maru @ruinlasdraws: Originally posted by ruinlasdraws @haruya-rabbit: Originally posted by haruya-rabbit @redundantz: Originally posted by redundantz @persialiu: Originally posted by persialiu @drawinglinestoconstellations: Originally posted by drawinglinestoconstellations @hsw3k: Originally posted by hsw3k @tourmaline-dream: Originally posted by tourmaline-dream @clockworklocks-art: Originally posted by clockworklocks-art",photo,0,"['tumblr tuesday', 'frankenstein', 'this post belongs to the creature', 'artists on tumblr', 'elizabeth harlander', 'victor frankenstein', 'adam frankenstein', 'guillermo del toro', 'jacob elordi', 'oscar isaac', 'mia goth', 'frankenstein spoilers', 'blood', 'eyestrain', 'fan art', 'movies', 'long post']",https://64.media.tumblr.com/ce370254eeae1d286a9dd7ac516f2406/baa30ad8881b26f5-2e/s64x64u_c1/165aefd56a3e937c81dd56aeb76be95c64d82e32.pnj,https://staff.tumblr.com/post/799942007167549440/embed,"Tumblr Tuesday: This one goes out to The Creature It's a Tuesday in November of the year 2025, and Guillermo Del Toro's Frankenstein has us all in its clutches. The Creature in particular has really captured your collective imaginations as we all relive our love for a 207-year-old taleand thankfully, the artists on Tumblr have our best interests at heart. Please enjoy this collection of Frankenstein art. Spoilers and many depictions of The Creature ahead! Tap on the attribution to go to the original post : smokey-jinn: Originally posted by smokey-jinn caputm0rtuum: Originally posted by caputm0rtuum monsieur-egg: Originally posted by monsieur-egg chacha-rouge: Originally posted by chacha-rouge hadrassians: Originally posted by hadrassians aphrostiel: Originally posted by aphrostiel teafromthemicrowave: Originally posted by teafromthemicrowave backtoearlier: Originally posted by backtoearlier mokkasstuff: Originally posted by mokkasstuff elcoffin: Originally posted by elcoffin phantomw0rks: Originally posted by phantomw0rks belciiboo: Originally posted by belciiboo dancinghannigram: Originally posted by dancinghannigram cloudy-rina: Originally posted by cloudy-rina spideyswede: Originally posted by spideyswede vamprire: Originally posted by vamprire mimi-maru: Originally posted by mimi-maru ruinlasdraws: Originally posted by ruinlasdraws haruya-rabbit: Originally posted by haruya-rabbit redundantz: Originally posted by redundantz persialiu: Originally posted by persialiu drawinglinestoconstellations: Originally posted by drawinglinestoconstellations hsw3k: Originally posted by hsw3k tourmaline-dream: Originally posted by tourmaline-dream clockworklocks-art: Originally posted by clockworklocks-art",211,1753,1,17,"tumblr tuesday, frankenstein, this post belongs to the creature, artists on tumblr, elizabeth harlander, victor frankenstein, adam frankenstein, guillermo del toro, jacob elordi, oscar isaac, mia goth, frankenstein spoilers, blood, eyestrain, fan art, movies, long post",no_engagement,2025-12-05
2025-12-05T06:58:48.791093,"Tumblr Tuesday: Halloween! Dividers! Yes, yes, hello! It’s finally Halloween week, and we hope you're all enjoying the little creep haunting the like button. Today, we’re celebrating some of the folks out there creating Halloween-themed dividers to elevate all your spooky fics and posts. What would we do without them?! Please enjoy, and do proceed with caution—we've got some flashing, mild gore, blood, and bones here. 'Tis the season, after all. (Each of these dividers comes from a themed collection—tap the attribution on your faves to see the whole set!) @saradika-graphics: Originally posted by saradika-graphics @solitary-serendipity: Originally posted by solitary-serendipity @dollywons: Originally posted by dollywons @animatedglittergraphics-n-more: Originally posted by animatedglittergraphics-n-more @tsunami-of-tears: Originally posted by tsunami-of-tears @petalpxl: Originally posted by petalpxl @crucifyd: Originally posted by crucifyd @strangergraphics: Originally posted by strangergraphics @digilatte: Originally posted by digilatte @kodaswrld: Originally posted by kodaswrld @cursed-carmine: Originally posted by cursed-carmine @thecutestgrotto: Originally posted by thecutestgrotto @drinkthesky: Originally posted by drinkthesky @successfulicons: Originally posted by successfulicons @fisshbones: Originally posted by fisshbones @wethairjoel: Originally posted by wethairjoel @bab3tt3-at3-oatm3al: Originally posted by bab3tt3-at3-oatm3al @pepsipoet: Originally posted by pepsipoet @thehereticsx: Originally posted by lilacgraphicsx",photo,0,"['tumblr tuesday', 'halloween dividers', 'happy halloweeeeeeen', 'edits', 'dividers', 'editblr', 'motion graphics', 'gifs', 'rentry', 'blog resources', 'transparent png', 'blood cw', 'flashing cw', 'mild gore', 'pumpkins', 'ghosts', 'spiders', 'witchblr', 'potions', 'skeletons', 'fan fic', 'ao3', 'ficblr', 'long post']",https://64.media.tumblr.com/ce370254eeae1d286a9dd7ac516f2406/baa30ad8881b26f5-2e/s64x64u_c1/165aefd56a3e937c81dd56aeb76be95c64d82e32.pnj,https://staff.tumblr.com/post/798673924028268544/embed,"Tumblr Tuesday: Halloween! Dividers! Yes, yes, hello! Its finally Halloween week, and we hope you're all enjoying the little creep haunting the like button. Today, were celebrating some of the folks out there creating Halloween-themed dividers to elevate all your spooky fics and posts. What would we do without them?! Please enjoy, and do proceed with cautionwe've got some flashing, mild gore, blood, and bones here. 'Tis the season, after all. Each of these dividers comes from a themed collectiontap the attribution on your faves to see the whole set! saradika-graphics: Originally posted by saradika-graphics solitary-serendipity: Originally posted by solitary-serendipity dollywons: Originally posted by dollywons animatedglittergraphics-n-more: Originally posted by animatedglittergraphics-n-more tsunami-of-tears: Originally posted by tsunami-of-tears petalpxl: Originally posted by petalpxl crucifyd: Originally posted by crucifyd strangergraphics: Originally posted by strangergraphics digilatte: Originally posted by digilatte kodaswrld: Originally posted by kodaswrld cursed-carmine: Originally posted by cursed-carmine thecutestgrotto: Originally posted by thecutestgrotto drinkthesky: Originally posted by drinkthesky successfulicons: Originally posted by successfulicons fisshbones: Originally posted by fisshbones wethairjoel: Originally posted by wethairjoel bab3tt3-at3-oatm3al: Originally posted by bab3tt3-at3-oatm3al pepsipoet: Originally posted by pepsipoet thehereticsx: Originally posted by lilacgraphicsx",185,1554,1,24,"tumblr tuesday, halloween dividers, happy halloweeeeeeen, edits, dividers, editblr, motion graphics, gifs, rentry, blog resources, transparent png, blood cw, flashing cw, mild gore, pumpkins, ghosts, spiders, witchblr, potions, skeletons, fan fic, ao3, ficblr, long post",no_engagement,2025-12-05
2025-12-05T06:58:49.459843,"👻🎃🦇 OOohohoOoh crEEpeRrrs! 🦇🎃👻 🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻 You may have noticed...something strange in our neighborhood... Some of the tags appear to be haunted by Halloween spirit, infused with eerie elixir, or maybe just filled to bursting with...your generic…spooky stuff.™ Who’s to say for sure? Certainly not us! Tap the heart on posts with these glowing tags at your own peril—we’ve had reports of a terrifying entity haunting the like button! Stay safe out there 😘 🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻🎃🦇🔮👻",photo,0,"['happy halloweeeeeeen', 'halloween 2025', 'can you find all the haunted tags? well‚ can you?']",https://64.media.tumblr.com/ce370254eeae1d286a9dd7ac516f2406/baa30ad8881b26f5-2e/s64x64u_c1/165aefd56a3e937c81dd56aeb76be95c64d82e32.pnj,https://staff.tumblr.com/post/798570458806173696/embed,"OOohohoOoh crEEpeRrrs! You may have noticed...something strange in our neighborhood... Some of the tags appear to be haunted by Halloween spirit, infused with eerie elixir, or maybe just filled to bursting with...your genericspooky stuff. Whos to say for sure? Certainly not us! Tap the heart on posts with these glowing tags at your own perilweve had reports of a terrifying entity haunting the like button! Stay safe out there",74,521,1,3,"happy halloweeeeeeen, halloween 2025, can you find all the haunted tags? well‚ can you?",no_engagement,2025-12-05
2025-12-05T06:58:49.709433,"Tumblr Tuesday: Artober October is a big month for art challenges! From birdtober to linktober, peachtober to wisptober, and the dark-fantasy-themed cursed relics, here are some highlights from some of this month's art challenges. Join in if you like, there's still time :) @owlyjules: Originally posted by owlyjules @cowsfae: Originally posted by cowsfae @ora-draws: Originally posted by ora-draws @juliettecousin: Originally posted by juliettecousin @nickifortunati-warren: Originally posted by nickifortunati-warren @onennezumi: Originally posted by onennezumi @scottpartridge: Originally posted by scottpartridge @taurzza: Originally posted by taurzza @lescarnetsdehaku: Originally posted by lescarnetsdehaku @bomkii: Originally posted by bomkii @sunbruiser: Originally posted by sunbruiser @charlotte-bopp: Originally posted by charlotte-bopp @goddessofbees: Originally posted by goddessofbees @mochiwei: Originally posted by mochiwei @alexchawke: Originally posted by alexchawke @pawseds: Originally posted by pawseds @aghostplant: Originally posted by aghostplant @oliviarampaige: Originally posted by oliviarampaige @emmathewson Originally posted by emmathewson @virgohcreates: Originally posted by virgohcreates @piratedllama-art Originally posted by piratedllama-art @meganrafferty: Originally posted by meganrafferty",photo,0,"['tumblr tuesday', 'artober', 'wisptober', 'birdtober', 'peachtober', 'cursed relics', 'linktober', 'artists on tumblr', 'illustration', 'fanart', 'original characters', 'art challenges', 'long post']",https://64.media.tumblr.com/ce370254eeae1d286a9dd7ac516f2406/baa30ad8881b26f5-2e/s64x64u_c1/165aefd56a3e937c81dd56aeb76be95c64d82e32.pnj,https://staff.tumblr.com/post/798039343850717184/embed,"Tumblr Tuesday: Artober October is a big month for art challenges! From birdtober to linktober, peachtober to wisptober, and the dark-fantasy-themed cursed relics, here are some highlights from some of this month's art challenges. Join in if you like, there's still time : owlyjules: Originally posted by owlyjules cowsfae: Originally posted by cowsfae ora-draws: Originally posted by ora-draws juliettecousin: Originally posted by juliettecousin nickifortunati-warren: Originally posted by nickifortunati-warren onennezumi: Originally posted by onennezumi scottpartridge: Originally posted by scottpartridge taurzza: Originally posted by taurzza lescarnetsdehaku: Originally posted by lescarnetsdehaku bomkii: Originally posted by bomkii sunbruiser: Originally posted by sunbruiser charlotte-bopp: Originally posted by charlotte-bopp goddessofbees: Originally posted by goddessofbees mochiwei: Originally posted by mochiwei alexchawke: Originally posted by alexchawke pawseds: Originally posted by pawseds aghostplant: Originally posted by aghostplant oliviarampaige: Originally posted by oliviarampaige emmathewson Originally posted by emmathewson virgohcreates: Originally posted by virgohcreates piratedllama-art Originally posted by piratedllama-art meganrafferty: Originally posted by meganrafferty",153,1327,1,13,"tumblr tuesday, artober, wisptober, birdtober, peachtober, cursed relics, linktober, artists on tumblr, illustration, fanart, original characters, art challenges, long post",no_engagement,2025-12-05
2025-12-05T06:58:50.184226,"Keeping your Tumblr safe 🔐 Hey Tumblr, your security is super important to us. In light of a recent surge in scams, we want to make sure you have all the tools and knowledge to keep your account safe: Verify the source: If someone claiming to be from Tumblr Support reaches out, always check the sender's email address. Official Tumblr communication will come from tumblr.com or tumblr.zendesk.com domains, and Tumblr will never contact you via another platform. Don’t click suspicious links: Check the destination of a URL before clicking, and look for anything that doesn't seem right, such as a misspelled website name. Recognize phishing: Phishing messages or emails often try to create a sense of urgency (""Your account will be suspended if you don't click here now!""). They might also contain grammatical errors or poor formatting. Never share your password: Tumblr staff will never ask you for your password. If anyone asks for your password, it's a scam. Enable Two-Factor Authentication (2FA): This adds an extra layer of security. Even if someone gets your password, they can't access your account without the second verification step. You can enable 2FA in your account settings. For more on avoiding scams and keeping your account safe, check out the Help Center. If you ever suspect your account has been compromised, or encounter a scam, a suspicious message, or a fake account, contact Tumblr Support. We're here to help!",photo,0,"['tumblr', 'account security', 'signal boost']",https://64.media.tumblr.com/ce370254eeae1d286a9dd7ac516f2406/baa30ad8881b26f5-2e/s64x64u_c1/165aefd56a3e937c81dd56aeb76be95c64d82e32.pnj,https://staff.tumblr.com/post/797471889343774720/embed,"Keeping your Tumblr safe Hey Tumblr, your security is super important to us. In light of a recent surge in scams, we want to make sure you have all the tools and knowledge to keep your account safe: Verify the source: If someone claiming to be from Tumblr Support reaches out, always check the sender's email address. Official Tumblr communication will come from tumblr.com or tumblr.zendesk.com domains, and Tumblr will never contact you via another platform. Dont click suspicious links: Check the destination of a URL before clicking, and look for anything that doesn't seem right, such as a misspelled website name. Recognize phishing: Phishing messages or emails often try to create a sense of urgency Your account will be suspended if you don't click here now!. They might also contain grammatical errors or poor formatting. Never share your password: Tumblr staff will never ask you for your password. If anyone asks for your password, it's a scam. Enable Two-Factor Authentication 2FA: This adds an extra layer of security. Even if someone gets your password, they can't access your account without the second verification step. You can enable 2FA in your account settings. For more on avoiding scams and keeping your account safe, check out the Help Center. If you ever suspect your account has been compromised, or encounter a scam, a suspicious message, or a fake account, contact Tumblr Support. We're here to help!",236,1436,1,3,"tumblr, account security, signal boost",no_engagement,2025-12-05
2025-12-05T06:58:50.435423,"Tumblr Tuesday: Dan and Phil finally, finally announce that podcast Here’s some lovely phanart to celebrate the big announcement and 16 years of these two yapping with gusto. And, for those who are artistically inclined and celebrating phandom news, #phantober25 and #phinktober2025 are ongoing 🌝 @eldieii: Originally posted by eldieii @awinchestershell: Originally posted by awinchestershell @adziedoodle: Originally posted by adziedoodlesphan @lornaillustrates: Originally posted by lornaillustrates @polar-bears-making-pancakes: Originally posted by polar-bears-making-pancakes @scenefulw0rkz: Originally posted by scenefulw0rkz @lovelydeps: Originally posted by lovelydeps @isthisadrawingiseebeforeme: Originally posted by isthisadrawingiseebeforeme @lumintsu: Originally posted by wildlymint @magmae16: Originally posted by magmae16 @mothmanbussy420: Originally posted by mothmanbussy420 @insomniac-ink: Originally posted by insomniac-ink @chompingonnuggets: Originally posted by inactive-chompingonnuggets @doodleswithangie: Originally posted by doodleswithangie @afditlodap: Originally posted by afditlodap @imarabittdraws: Originally posted by imarabittdraws @dorkymirage: Originally posted by dorkymirage @ratzinmybasement: Originally posted by ratzinmybasement @reallybadblackoutpoems: Originally posted by reallybadblackoutpoems @chromolumen: Originally posted by chromolumen",photo,0,"['tumblr tuesday', 'dan and phil news', ';)', 'dan and phil', 'dnp', 'daniel howell', 'amazing phil', 'phil lester', 'danandphilgames', 'phandom', 'artists on tumblr', 'long post']",https://64.media.tumblr.com/ce370254eeae1d286a9dd7ac516f2406/baa30ad8881b26f5-2e/s64x64u_c1/165aefd56a3e937c81dd56aeb76be95c64d82e32.pnj,https://staff.tumblr.com/post/797393840343564288/embed,"Tumblr Tuesday: Dan and Phil finally, finally announce that podcast Heres some lovely phanart to celebrate the big announcement and 16 years of these two yapping with gusto. And, for those who are artistically inclined and celebrating phandom news, phantober25 and phinktober2025 are ongoing eldieii: Originally posted by eldieii awinchestershell: Originally posted by awinchestershell adziedoodle: Originally posted by adziedoodlesphan lornaillustrates: Originally posted by lornaillustrates polar-bears-making-pancakes: Originally posted by polar-bears-making-pancakes scenefulw0rkz: Originally posted by scenefulw0rkz lovelydeps: Originally posted by lovelydeps isthisadrawingiseebeforeme: Originally posted by isthisadrawingiseebeforeme lumintsu: Originally posted by wildlymint magmae16: Originally posted by magmae16 mothmanbussy420: Originally posted by mothmanbussy420 insomniac-ink: Originally posted by insomniac-ink chompingonnuggets: Originally posted by inactive-chompingonnuggets doodleswithangie: Originally posted by doodleswithangie afditlodap: Originally posted by afditlodap imarabittdraws: Originally posted by imarabittdraws dorkymirage: Originally posted by dorkymirage ratzinmybasement: Originally posted by ratzinmybasement reallybadblackoutpoems: Originally posted by reallybadblackoutpoems chromolumen: Originally posted by chromolumen",145,1386,1,12,"tumblr tuesday, dan and phil news, ;), dan and phil, dnp, daniel howell, amazing phil, phil lester, danandphilgames, phandom, artists on tumblr, long post",no_engagement,2025-12-05
2025-12-05T06:58:50.919343,"Tumblr Tuesday: Despite everything, it's still you. Another good week for game fans! Yesterday marked a whole decade of Undertale. Happy anniversary to the game and all who have loved it for so long <3 To celebrate, here's a small selection of all the beautiful art fans are making. Explore more here. @sparticus2000art: Originally posted by sparticus2000art @ink-ami: Originally posted by ink-ami @elesketchii: Originally posted by elesketchii @featherspiral: Originally posted by featherspiral @fairydropart: Originally posted by fairydropart @basofy: Originally posted by basofy @paradise-paradise: Originally posted by paradise-paradise @lynxgriffin: Originally posted by lynxgriffin @cavipe: Originally posted by cavipe @renrink: Originally posted by renrink @le-poofe: Originally posted by le-poofe @bugcoat: Originally posted by bugcoat @crescentbutton: Originally posted by crescentbutton @makigorogoro: Originally posted by makigorogoro @carefreejules: Originally posted by carefreejules @here1snyan: Originally posted by here1snyan @yuritxrt: Originally posted by yuritxrt @shira-wolficute: Originally posted by shira-wolficute @kettle-bird: Originally posted by kettle-bird @cinemantagonist: Originally posted by cinemantagonist @artsy-savvy: Originally posted by artsy-savvy @axoppii-i: Originally posted by axoppii-i",photo,0,"['tumblr tuesday', 'undertale', 'undertale anniversary', 'artists on tumblr', 'gaming art', 'fanart', 'utdr', 'video games', 'utdr fanart', 'gif', 'eye strain', 'long post']",https://64.media.tumblr.com/ce370254eeae1d286a9dd7ac516f2406/baa30ad8881b26f5-2e/s64x64u_c1/165aefd56a3e937c81dd56aeb76be95c64d82e32.pnj,https://staff.tumblr.com/post/794866441907240960/embed,"Tumblr Tuesday: Despite everything, it's still you. Another good week for game fans! Yesterday marked a whole decade of Undertale. Happy anniversary to the game and all who have loved it for so long 3 To celebrate, here's a small selection of all the beautiful art fans are making. Explore more here. sparticus2000art: Originally posted by sparticus2000art ink-ami: Originally posted by ink-ami elesketchii: Originally posted by elesketchii featherspiral: Originally posted by featherspiral fairydropart: Originally posted by fairydropart basofy: Originally posted by basofy paradise-paradise: Originally posted by paradise-paradise lynxgriffin: Originally posted by lynxgriffin cavipe: Originally posted by cavipe renrink: Originally posted by renrink le-poofe: Originally posted by le-poofe bugcoat: Originally posted by bugcoat crescentbutton: Originally posted by crescentbutton makigorogoro: Originally posted by makigorogoro carefreejules: Originally posted by carefreejules here1snyan: Originally posted by here1snyan yuritxrt: Originally posted by yuritxrt shira-wolficute: Originally posted by shira-wolficute kettle-bird: Originally posted by kettle-bird cinemantagonist: Originally posted by cinemantagonist artsy-savvy: Originally posted by artsy-savvy axoppii-i: Originally posted by axoppii-i",162,1329,1,12,"tumblr tuesday, undertale, undertale anniversary, artists on tumblr, gaming art, fanart, utdr, video games, utdr fanart, gif, eye strain, long post",no_engagement,2025-12-05
2025-12-05T06:58:51.409631,"Tumblr Tuesday: Silksong is here! After six years of waiting, Hollow Knight: Silksong was released last week, breaking the internet a little bit in the process. Folks are falling in love with the Bell Beast and Hornet (again), finding ways to get through the game, sharing help with anyone struggling, and creating incredible fan art. Please enjoy this little offering, and please refrain from scrolling through if you're yet to play—mild spoilers ahead!). Happy Tuesday, Tumblr <3 @morretlin: Originally posted by morretlin @miroimirage: Originally posted by miroimirage @wicked-gator: Originally posted by wicked-gator @de-righty: Originally posted by de-righty @yaloellie: Originally posted by yaloellie @paleray: Originally posted by paleray @le-paondu: Originally posted by le-paondu @kuroiyuki96-art: Originally posted by kuroiyuki96-art @merlizetdi: Originally posted by merlizetdi @asphodelles: Originally posted by asphodelles @lyris-sketches: Originally posted by lyris-sketches @mintteaink: Originally posted by mintteaink @imilia: Originally posted by imilia @perplexingly: Originally posted by perplexingly",photo,0,"['tumblr tuesday', 'hollow knight: silksong', 'silksong spoilers', 'hk spoilers', 'hks spoilers', 'artists on tumblr', 'silksong art', 'fan art', 'gaming', 'spooky season', 'gaming artists', 'hk hornet', 'bugs', 'insects', 'video games', 'team cherry', 'long post']",https://64.media.tumblr.com/ce370254eeae1d286a9dd7ac516f2406/baa30ad8881b26f5-2e/s64x64u_c1/165aefd56a3e937c81dd56aeb76be95c64d82e32.pnj,https://staff.tumblr.com/post/794238048417333248/embed,"Tumblr Tuesday: Silksong is here! After six years of waiting, Hollow Knight: Silksong was released last week, breaking the internet a little bit in the process. Folks are falling in love with the Bell Beast and Hornet again, finding ways to get through the game, sharing help with anyone struggling, and creating incredible fan art. Please enjoy this little offering, and please refrain from scrolling through if you're yet to playmild spoilers ahead!. Happy Tuesday, Tumblr 3 morretlin: Originally posted by morretlin miroimirage: Originally posted by miroimirage wicked-gator: Originally posted by wicked-gator de-righty: Originally posted by de-righty yaloellie: Originally posted by yaloellie paleray: Originally posted by paleray le-paondu: Originally posted by le-paondu kuroiyuki96-art: Originally posted by kuroiyuki96-art merlizetdi: Originally posted by merlizetdi asphodelles: Originally posted by asphodelles lyris-sketches: Originally posted by lyris-sketches mintteaink: Originally posted by mintteaink imilia: Originally posted by imilia perplexingly: Originally posted by perplexingly",147,1119,1,17,"tumblr tuesday, hollow knight: silksong, silksong spoilers, hk spoilers, hks spoilers, artists on tumblr, silksong art, fan art, gaming, spooky season, gaming artists, hk hornet, bugs, insects, video games, team cherry, long post",no_engagement,2025-12-05
2025-12-05T06:58:51.955002,"Well, well, well... how do you like them comments? it’s true!! you can now like comments on Tumblr posts. you know those little replies under posts? you can heart them now. why did it take us so long? well, we’ve been busy letting Instagram catch up on reblogs (sorry—reposts). now they’re finally up to speed, we figured we could borrow one of their features 😏 it works exactly how you think: see a comment you love → tap the heart → bask in the mutual validation. check out the comments section of this post to try it out. go forth and like those comments responsibly!!! or, yk, generously, abundantly, and with all your heart. you know how this goes.",photo,0,"['new features', 'liking comments', 'tumblr']",https://64.media.tumblr.com/ce370254eeae1d286a9dd7ac516f2406/baa30ad8881b26f5-2e/s64x64u_c1/165aefd56a3e937c81dd56aeb76be95c64d82e32.pnj,https://staff.tumblr.com/post/791680474333528064/embed,"Well, well, well... how do you like them comments? its true!! you can now like comments on Tumblr posts. you know those little replies under posts? you can heart them now. why did it take us so long? well, weve been busy letting Instagram catch up on reblogs sorryreposts. now theyre finally up to speed, we figured we could borrow one of their features it works exactly how you think: see a comment you love tap the heart bask in the mutual validation. check out the comments section of this post to try it out. go forth and like those comments responsibly!!! or, yk, generously, abundantly, and with all your heart. you know how this goes.",119,653,1,3,"new features, liking comments, tumblr",no_engagement,2025-12-05
2025-12-05T06:58:52.218024,"Tumblr Tuesday: Art Fight 2025 How much creechure can we fit in one post, you ask? Well, @artfight is upon us, and the Fossils and Crystals are having it out by depicting each other's original characters—so the answer is a lot of creechure. But maybe not enough? Featuring lots of mutual appreciation (artists spending hours with each other's ideas!), incredible character design, and beautiful depictions thereof, take this as your invitation to get involved. You can sign up and start fighting (using your artistic talents), or simply enjoy the wealth of beautiful art styles and cool ocs coming to the fore. This is but a small selection, may you peruse the rest at your leisure. @lingrimmart: Originally posted by lingrimmart @ikrutt: Originally posted by ikrutt @chalkrub: Originally posted by chalkrub @little-eye-guy: Originally posted by little-eye-guy @bobacupcake: Originally posted by bobacupcake @germanich: Originally posted by germanich @arrimorr: Originally posted by arrimorr @wszczebrzyszynie: Originally posted by wszczebrzyszynie @yyshm: Originally posted by yyshm @crab-milk: Originally posted by crab-milk @gojinka: Originally posted by gojinka @marella-moon: Originally posted by marella-moon @vinnybox: Originally posted by vinnybox @herman-draws: Originally posted by herman-draws @possessedpasm: Originally posted by possessedpasm @halotrope: Originally posted by halotrope @megawaahhh: Originally posted by megawaahhh @gryffoon: Originally posted by gryffoon @tickfleato: Originally posted by tickfleato @xxmoonduskxx: Originally posted by xxmoonduskxx @ghostlygooberart: Originally posted by ghostlygooberart",photo,0,"['tumblr tuesday', 'art fight 2025', 'artists on tumblr', 'oc art', 'original characters', 'paper craft', 'sculpture', 'gifs', 'some mild body horror', 'blood and other oozes', 'long post']",https://64.media.tumblr.com/ce370254eeae1d286a9dd7ac516f2406/baa30ad8881b26f5-2e/s64x64u_c1/165aefd56a3e937c81dd56aeb76be95c64d82e32.pnj,https://staff.tumblr.com/post/789796683311693824/embed,"Tumblr Tuesday: Art Fight 2025 How much creechure can we fit in one post, you ask? Well, artfight is upon us, and the Fossils and Crystals are having it out by depicting each other's original charactersso the answer is a lot of creechure. But maybe not enough? Featuring lots of mutual appreciation artists spending hours with each other's ideas!, incredible character design, and beautiful depictions thereof, take this as your invitation to get involved. You can sign up and start fighting using your artistic talents, or simply enjoy the wealth of beautiful art styles and cool ocs coming to the fore. This is but a small selection, may you peruse the rest at your leisure. lingrimmart: Originally posted by lingrimmart ikrutt: Originally posted by ikrutt chalkrub: Originally posted by chalkrub little-eye-guy: Originally posted by little-eye-guy bobacupcake: Originally posted by bobacupcake germanich: Originally posted by germanich arrimorr: Originally posted by arrimorr wszczebrzyszynie: Originally posted by wszczebrzyszynie yyshm: Originally posted by yyshm crab-milk: Originally posted by crab-milk gojinka: Originally posted by gojinka marella-moon: Originally posted by marella-moon vinnybox: Originally posted by vinnybox herman-draws: Originally posted by herman-draws possessedpasm: Originally posted by possessedpasm halotrope: Originally posted by halotrope megawaahhh: Originally posted by megawaahhh gryffoon: Originally posted by gryffoon tickfleato: Originally posted by tickfleato xxmoonduskxx: Originally posted by xxmoonduskxx ghostlygooberart: Originally posted by ghostlygooberart",220,1635,1,11,"tumblr tuesday, art fight 2025, artists on tumblr, oc art, original characters, paper craft, sculpture, gifs, some mild body horror, blood and other oozes, long post",no_engagement,2025-12-05
